Date,Crash,Autumn,Winter,Spring,Weekend,Rained,Day,Attendance_number
2014-10-15,1,0,0,1,0,1.0,2,0.0
2014-10-16,1,0,0,1,0,1.0,3,0.0
2014-10-17,0,0,0,1,0,0.0,4,0.0
2014-10-18,1,0,0,1,1,0.0,5,113.0
2014-10-19,1,0,0,1,1,1.0,6,70.0
2014-10-20,0,0,0,1,0,0.0,0,0.0
2014-10-21,1,0,0,1,0,1.0,1,0.0
2014-10-22,1,0,0,1,0,0.0,2,0.0
2014-10-23,1,0,0,1,0,0.0,3,0.0
2014-10-24,1,0,0,1,0,0.0,4,55.0
2014-10-25,0,0,0,1,1,0.0,5,0.0
2014-10-26,0,0,0,1,1,0.0,6,0.0
2014-10-27,0,0,0,1,0,0.0,0,0.0
2014-10-28,1,0,0,1,0,0.0,1,0.0
2014-10-29,1,0,0,1,0,0.0,2,0.0
2014-10-30,1,0,0,1,0,0.0,3,0.0
2014-10-31,1,0,0,1,0,0.0,4,39.0
2014-11-01,0,0,0,1,1,0.0,5,7.0
2014-11-02,1,0,0,1,1,1.0,6,0.0
2014-11-03,0,0,0,1,0,0.0,0,0.0
2014-11-04,0,0,0,1,0,0.0,1,0.0
2014-11-05,1,0,0,1,0,0.0,2,0.0
2014-11-06,1,0,0,1,0,1.0,3,0.0
2014-11-07,1,0,0,1,0,0.0,4,0.0
2014-11-08,0,0,0,1,1,0.0,5,237.0
2014-11-09,0,0,0,1,1,0.0,6,0.0
2014-11-10,1,0,0,1,0,0.0,0,0.0
2014-11-11,1,0,0,1,0,0.0,1,0.0
2014-11-12,0,0,0,1,0,1.0,2,4.0
2014-11-13,1,0,0,1,0,0.0,3,0.0
2014-11-14,1,0,0,1,0,0.0,4,0.0
2014-11-15,1,0,0,1,1,0.0,5,0.0
2014-11-16,1,0,0,1,1,1.0,6,0.0
2014-11-17,0,0,0,1,0,0.0,0,0.0
2014-11-18,1,0,0,1,0,0.0,1,0.0
2014-11-19,1,0,0,1,0,0.0,2,0.0
2014-11-20,1,0,0,1,0,0.0,3,0.0
2014-11-21,1,0,0,1,0,0.0,4,0.0
2014-11-22,1,0,0,1,1,0.0,5,26.0
2014-11-23,1,0,0,1,1,0.0,6,0.0
2014-11-24,1,0,0,1,0,1.0,0,0.0
2014-11-25,0,0,0,1,0,1.0,1,0.0
2014-11-26,0,0,0,1,0,0.0,2,0.0
2014-11-27,1,0,0,1,0,1.0,3,0.0
2014-11-28,0,0,0,1,0,1.0,4,0.0
2014-11-29,0,0,0,1,1,0.0,5,0.0
2014-11-30,0,0,0,0,1,0.0,6,0.0
2014-12-01,0,0,0,0,0,1.0,0,0.0
2014-12-02,1,0,0,0,0,1.0,1,0.0
2014-12-03,0,0,0,0,0,1.0,2,0.0
2014-12-04,1,0,0,0,0,1.0,3,0.0
2014-12-05,1,0,0,0,0,1.0,4,85.0
2014-12-06,1,0,0,0,1,1.0,5,0.0
2014-12-07,0,0,0,0,1,1.0,6,0.0
2014-12-08,1,0,0,0,0,1.0,0,0.0
2014-12-09,0,0,0,0,0,1.0,1,0.0
2014-12-10,1,0,0,0,0,0.0,2,0.0
2014-12-11,1,0,0,0,0,1.0,3,0.0
2014-12-12,1,0,0,0,0,1.0,4,0.0
2014-12-13,1,0,0,0,1,0.0,5,0.0
2014-12-14,1,0,0,0,1,0.0,6,0.0
2014-12-15,0,0,0,0,0,0.0,0,0.0
2014-12-16,0,0,0,0,0,0.0,1,0.0
2014-12-17,1,0,0,0,0,0.0,2,0.0
2014-12-18,1,0,0,0,0,0.0,3,0.0
2014-12-19,1,0,0,0,0,0.0,4,30.0
2014-12-20,1,0,0,0,1,0.0,5,0.0
2014-12-21,0,0,0,0,1,0.0,6,0.0
2014-12-22,1,0,0,0,0,0.0,0,0.0
2014-12-23,1,0,0,0,0,1.0,1,0.0
2014-12-24,0,0,0,0,0,1.0,2,0.0
2014-12-25,0,0,0,0,0,0.0,3,0.0
2014-12-26,1,0,0,0,0,1.0,4,0.0
2014-12-27,1,0,0,0,1,0.0,5,0.0
2014-12-28,1,0,0,0,1,1.0,6,0.0
2014-12-29,0,0,0,0,0,0.0,0,0.0
2014-12-30,0,0,0,0,0,0.0,1,0.0
2014-12-31,0,0,0,0,0,0.0,2,55.0
2015-01-01,0,0,0,0,0,0.0,3,0.0
2015-01-02,0,0,0,0,0,0.0,4,0.0
2015-01-03,0,0,0,0,1,0.0,5,0.0
2015-01-04,1,0,0,0,1,0.0,6,0.0
2015-01-05,1,0,0,0,0,0.0,0,0.0
2015-01-06,0,0,0,0,0,0.0,1,0.0
2015-01-07,1,0,0,0,0,0.0,2,0.0
2015-01-08,1,0,0,0,0,0.0,3,0.0
2015-01-09,0,0,0,0,0,0.0,4,0.0
2015-01-10,0,0,0,0,1,0.0,5,0.0
2015-01-11,1,0,0,0,1,1.0,6,0.0
2015-01-12,0,0,0,0,0,1.0,0,0.0
2015-01-13,0,0,0,0,0,1.0,1,0.0
2015-01-14,0,0,0,0,0,1.0,2,0.0
2015-01-15,1,0,0,0,0,0.0,3,0.0
2015-01-16,0,0,0,0,0,0.0,4,0.0
2015-01-17,0,0,0,0,1,0.0,5,20.0
2015-01-18,0,0,0,0,1,0.0,6,0.0
2015-01-19,0,0,0,0,0,1.0,0,0.0
2015-01-20,0,0,0,0,0,1.0,1,0.0
2015-01-21,1,0,0,0,0,1.0,2,0.0
2015-01-22,0,0,0,0,0,1.0,3,0.0
2015-01-23,1,0,0,0,0,0.0,4,0.0
2015-01-24,1,0,0,0,1,0.0,5,0.0
2015-01-25,0,0,0,0,1,1.0,6,0.0
2015-01-26,1,0,0,0,0,0.0,0,0.0
2015-01-27,1,0,0,0,0,1.0,1,0.0
2015-01-28,0,0,0,0,0,1.0,2,0.0
2015-01-29,1,0,0,0,0,1.0,3,0.0
2015-01-30,0,0,0,0,0,0.0,4,0.0
2015-01-31,0,0,0,0,1,0.0,5,0.0
2015-02-01,0,0,0,0,1,0.0,6,0.0
2015-02-02,0,0,0,0,0,1.0,0,0.0
2015-02-03,0,0,0,0,0,1.0,1,0.0
2015-02-04,0,0,0,0,0,1.0,2,0.0
2015-02-05,0,0,0,0,0,1.0,3,0.0
2015-02-06,0,0,0,0,0,1.0,4,161.0
2015-02-07,0,0,0,0,1,0.0,5,129.0
2015-02-08,0,0,0,0,1,0.0,6,0.0
2015-02-09,0,0,0,0,0,0.0,0,0.0
2015-02-10,1,0,0,0,0,1.0,1,0.0
2015-02-11,0,0,0,0,0,0.0,2,0.0
2015-02-12,0,0,0,0,0,0.0,3,0.0
2015-02-13,1,0,0,0,0,1.0,4,0.0
2015-02-14,1,0,0,0,1,1.0,5,0.0
2015-02-15,0,0,0,0,1,1.0,6,0.0
2015-02-16,0,0,0,0,0,0.0,0,0.0
2015-02-17,0,0,0,0,0,0.0,1,0.0
2015-02-18,0,0,0,0,0,0.0,2,0.0
2015-02-19,0,0,0,0,0,1.0,3,0.0
2015-02-20,1,0,0,0,0,0.0,4,0.0
2015-02-21,1,0,0,0,1,1.0,5,219.0
2015-02-22,0,0,0,0,1,1.0,6,7711.0
2015-02-23,0,0,0,0,0,1.0,0,0.0
2015-02-24,1,0,0,0,0,1.0,1,0.0
2015-02-25,1,0,0,0,0,0.0,2,0.0
2015-02-26,0,0,0,0,0,1.0,3,115.0
2015-02-27,1,0,0,0,0,1.0,4,0.0
2015-02-28,1,0,0,0,1,0.0,5,757.0
2015-03-01,1,0,0,0,1,0.0,6,38.0
2015-03-02,1,1,0,0,0,1.0,0,146.0
2015-03-03,0,1,0,0,0,0.0,1,50.0
2015-03-04,1,1,0,0,0,0.0,2,0.0
2015-03-05,1,1,0,0,0,0.0,3,145.0
2015-03-06,1,1,0,0,0,0.0,4,0.0
2015-03-07,0,1,0,0,1,1.0,5,15791.0
2015-03-08,1,1,0,0,1,0.0,6,1263.0
2015-03-09,1,1,0,0,0,0.0,0,0.0
2015-03-10,1,1,0,0,0,0.0,1,0.0
2015-03-11,0,1,0,0,0,0.0,2,0.0
2015-03-12,0,1,0,0,0,1.0,3,0.0
2015-03-13,0,1,0,0,0,1.0,4,0.0
2015-03-14,0,1,0,0,1,1.0,5,0.0
2015-03-15,0,1,0,0,1,0.0,6,0.0
2015-03-16,0,1,0,0,0,1.0,0,0.0
2015-03-17,1,1,0,0,0,0.0,1,0.0
2015-03-18,1,1,0,0,0,0.0,2,0.0
2015-03-19,1,1,0,0,0,1.0,3,0.0
2015-03-20,0,1,0,0,0,0.0,4,0.0
2015-03-21,1,1,0,0,1,0.0,5,0.0
2015-03-22,0,1,0,0,1,1.0,6,0.0
2015-03-23,1,1,0,0,0,1.0,0,0.0
2015-03-24,1,1,0,0,0,0.0,1,0.0
2015-03-25,0,1,0,0,0,1.0,2,0.0
2015-03-26,1,1,0,0,0,1.0,3,0.0
2015-03-27,0,1,0,0,0,0.0,4,0.0
2015-03-28,1,1,0,0,1,0.0,5,0.0
2015-03-29,0,1,0,0,1,0.0,6,0.0
2015-03-30,0,1,0,0,0,0.0,0,0.0
2015-03-31,0,1,0,0,0,1.0,1,0.0
2015-04-01,1,1,0,0,0,1.0,2,0.0
2015-04-02,1,1,0,0,0,1.0,3,0.0
2015-04-03,0,1,0,0,0,1.0,4,0.0
2015-04-04,0,1,0,0,1,1.0,5,0.0
2015-04-05,0,1,0,0,1,1.0,6,0.0
2015-04-06,0,1,0,0,0,0.0,0,0.0
2015-04-07,0,1,0,0,0,1.0,1,0.0
2015-04-08,0,1,0,0,0,1.0,2,0.0
2015-04-09,0,1,0,0,0,0.0,3,0.0
2015-04-10,0,1,0,0,0,1.0,4,0.0
2015-04-11,1,1,0,0,1,1.0,5,0.0
2015-04-12,1,1,0,0,1,0.0,6,0.0
2015-04-13,1,1,0,0,0,0.0,0,0.0
2015-04-14,1,1,0,0,0,0.0,1,0.0
2015-04-15,0,1,0,0,0,0.0,2,0.0
2015-04-16,0,1,0,0,0,1.0,3,0.0
2015-04-17,1,1,0,0,0,1.0,4,0.0
2015-04-18,0,1,0,0,1,1.0,5,0.0
2015-04-19,1,1,0,0,1,1.0,6,0.0
2015-04-20,0,1,0,0,0,1.0,0,0.0
2015-04-21,0,1,0,0,0,1.0,1,0.0
2015-04-22,1,1,0,0,0,1.0,2,0.0
2015-04-23,0,1,0,0,0,1.0,3,0.0
2015-04-24,0,1,0,0,0,0.0,4,0.0
2015-04-25,1,1,0,0,1,0.0,5,0.0
2015-04-26,0,1,0,0,1,1.0,6,0.0
2015-04-27,1,1,0,0,0,1.0,0,0.0
2015-04-28,0,1,0,0,0,0.0,1,0.0
2015-04-29,0,1,0,0,0,0.0,2,0.0
2015-04-30,1,1,0,0,0,1.0,3,72.0
2015-05-01,1,1,0,0,0,1.0,4,52.0
2015-05-02,1,1,0,0,1,1.0,5,0.0
2015-05-03,0,1,0,0,1,1.0,6,15.0
2015-05-04,1,1,0,0,0,1.0,0,0.0
2015-05-05,0,1,0,0,0,0.0,1,0.0
2015-05-06,0,1,0,0,0,0.0,2,0.0
2015-05-07,1,1,0,0,0,0.0,3,0.0
2015-05-08,1,1,0,0,0,0.0,4,16.0
2015-05-09,0,1,0,0,1,0.0,5,69.0
2015-05-10,1,1,0,0,1,0.0,6,0.0
2015-05-11,0,1,0,0,0,0.0,0,0.0
2015-05-12,0,1,0,0,0,0.0,1,0.0
2015-05-13,0,1,0,0,0,0.0,2,0.0
2015-05-14,1,1,0,0,0,1.0,3,0.0
2015-05-15,1,1,0,0,0,0.0,4,0.0
2015-05-16,0,1,0,0,1,1.0,5,38.0
2015-05-17,0,1,0,0,1,1.0,6,0.0
2015-05-18,1,1,0,0,0,1.0,0,0.0
2015-05-19,1,1,0,0,0,1.0,1,0.0
2015-05-20,0,1,0,0,0,1.0,2,0.0
2015-05-21,0,1,0,0,0,1.0,3,0.0
2015-05-22,1,1,0,0,0,1.0,4,89.0
2015-05-23,1,1,0,0,1,1.0,5,0.0
2015-05-24,0,1,0,0,1,1.0,6,0.0
2015-05-25,1,1,0,0,0,0.0,0,0.0
2015-05-26,0,1,0,0,0,0.0,1,0.0
2015-05-27,0,1,0,0,0,0.0,2,0.0
2015-05-28,1,1,0,0,0,0.0,3,0.0
2015-05-29,1,1,0,0,0,1.0,4,0.0
2015-05-30,0,1,0,0,1,0.0,5,0.0
2015-05-31,0,1,0,0,1,0.0,6,0.0
2015-06-01,1,0,1,0,0,0.0,0,0.0
2015-06-02,1,0,1,0,0,0.0,1,0.0
2015-06-03,0,0,1,0,0,0.0,2,0.0
2015-06-04,1,0,1,0,0,0.0,3,0.0
2015-06-05,0,0,1,0,0,0.0,4,0.0
2015-06-06,1,0,1,0,1,1.0,5,83.0
2015-06-07,1,0,1,0,1,0.0,6,0.0
2015-06-08,1,0,1,0,0,0.0,0,0.0
2015-06-09,1,0,1,0,0,0.0,1,0.0
2015-06-10,1,0,1,0,0,1.0,2,0.0
2015-06-11,1,0,1,0,0,1.0,3,0.0
2015-06-12,1,0,1,0,0,1.0,4,11.0
2015-06-13,1,0,1,0,1,0.0,5,0.0
2015-06-14,1,0,1,0,1,0.0,6,0.0
2015-06-15,0,0,1,0,0,0.0,0,0.0
2015-06-16,1,0,1,0,0,1.0,1,0.0
2015-06-17,0,0,1,0,0,1.0,2,0.0
2015-06-18,1,0,1,0,0,1.0,3,0.0
2015-06-19,0,0,1,0,0,1.0,4,9.0
2015-06-20,1,0,1,0,1,1.0,5,42.0
2015-06-21,0,0,1,0,1,1.0,6,0.0
2015-06-22,0,0,1,0,0,1.0,0,0.0
2015-06-23,0,0,1,0,0,0.0,1,0.0
2015-06-24,1,0,1,0,0,0.0,2,271.0
2015-06-25,1,0,1,0,0,0.0,3,0.0
2015-06-26,0,0,1,0,0,1.0,4,0.0
2015-06-27,0,0,1,0,1,0.0,5,234.0
2015-06-28,1,0,1,0,1,0.0,6,0.0
2015-06-29,0,0,1,0,0,0.0,0,0.0
2015-06-30,1,0,1,0,0,0.0,1,0.0
2015-07-01,1,0,1,0,0,1.0,2,0.0
2015-07-02,1,0,1,0,0,0.0,3,0.0
2015-07-03,1,0,1,0,0,0.0,4,107.0
2015-07-04,0,0,1,0,1,0.0,5,0.0
2015-07-05,0,0,1,0,1,0.0,6,0.0
2015-07-06,1,0,1,0,0,0.0,0,0.0
2015-07-07,0,0,1,0,0,0.0,1,0.0
2015-07-08,0,0,1,0,0,1.0,2,71.0
2015-07-09,0,0,1,0,0,0.0,3,0.0
2015-07-10,0,0,1,0,0,0.0,4,0.0
2015-07-11,0,0,1,0,1,1.0,5,0.0
2015-07-12,0,0,1,0,1,1.0,6,0.0
2015-07-13,1,0,1,0,0,1.0,0,0.0
2015-07-14,1,0,1,0,0,1.0,1,0.0
2015-07-15,0,0,1,0,0,0.0,2,0.0
2015-07-16,1,0,1,0,0,1.0,3,0.0
2015-07-17,0,0,1,0,0,1.0,4,0.0
2015-07-18,0,0,1,0,1,1.0,5,0.0
2015-07-19,0,0,1,0,1,0.0,6,0.0
2015-07-20,0,0,1,0,0,0.0,0,0.0
2015-07-21,0,0,1,0,0,1.0,1,0.0
2015-07-22,0,0,1,0,0,0.0,2,0.0
2015-07-23,0,0,1,0,0,1.0,3,0.0
2015-07-24,1,0,1,0,0,0.0,4,0.0
2015-07-25,1,0,1,0,1,0.0,5,62.0
2015-07-26,1,0,1,0,1,0.0,6,0.0
2015-07-27,0,0,1,0,0,0.0,0,0.0
2015-07-28,0,0,1,0,0,0.0,1,0.0
2015-07-29,0,0,1,0,0,0.0,2,0.0
2015-07-30,1,0,1,0,0,0.0,3,0.0
2015-07-31,1,0,1,0,0,0.0,4,0.0
2015-08-01,0,0,1,0,1,0.0,5,0.0
2015-08-02,0,0,1,0,1,0.0,6,0.0
2015-08-03,0,0,1,0,0,0.0,0,0.0
2015-08-04,1,0,1,0,0,0.0,1,0.0
2015-08-05,0,0,1,0,0,0.0,2,0.0
2015-08-06,1,0,1,0,0,0.0,3,0.0
2015-08-07,1,0,1,0,0,0.0,4,103.0
2015-08-08,0,0,1,0,1,0.0,5,0.0
2015-08-09,0,0,1,0,1,0.0,6,0.0
2015-08-10,0,0,1,0,0,0.0,0,0.0
2015-08-11,1,0,1,0,0,0.0,1,0.0
2015-08-12,1,0,1,0,0,0.0,2,0.0
2015-08-13,0,0,1,0,0,0.0,3,0.0
2015-08-14,1,0,1,0,0,0.0,4,0.0
2015-08-15,0,0,1,0,1,0.0,5,0.0
2015-08-16,0,0,1,0,1,0.0,6,0.0
2015-08-17,0,0,1,0,0,1.0,0,0.0
2015-08-18,1,0,1,0,0,0.0,1,0.0
2015-08-19,0,0,1,0,0,0.0,2,0.0
2015-08-20,1,0,1,0,0,0.0,3,0.0
2015-08-21,1,0,1,0,0,0.0,4,0.0
2015-08-22,1,0,1,0,1,0.0,5,0.0
2015-08-23,0,0,1,0,1,1.0,6,0.0
2015-08-24,0,0,1,0,0,1.0,0,0.0
2015-08-25,0,0,1,0,0,1.0,1,339.0
2015-08-26,1,0,1,0,0,1.0,2,0.0
2015-08-27,1,0,1,0,0,0.0,3,0.0
2015-08-28,1,0,1,0,0,0.0,4,0.0
2015-08-29,0,0,1,0,1,0.0,5,0.0
2015-08-30,0,0,1,0,1,0.0,6,0.0
2015-08-31,1,0,0,1,0,0.0,0,0.0
2015-09-01,1,0,0,1,0,0.0,1,0.0
2015-09-02,1,0,0,1,0,0.0,2,0.0
2015-09-03,0,0,0,1,0,1.0,3,0.0
2015-09-04,0,0,0,1,0,1.0,4,0.0
2015-09-05,1,0,0,1,1,0.0,5,0.0
2015-09-06,0,0,0,1,1,1.0,6,0.0
2015-09-07,0,0,0,1,0,0.0,0,0.0
2015-09-08,1,0,0,1,0,1.0,1,0.0
2015-09-09,0,0,0,1,0,0.0,2,0.0
2015-09-10,1,0,0,1,0,1.0,3,0.0
2015-09-11,0,0,0,1,0,1.0,4,6790.0
2015-09-12,0,0,0,1,1,0.0,5,10217.0
2015-09-13,0,0,0,1,1,0.0,6,6573.0
2015-09-14,1,0,0,1,0,0.0,0,0.0
2015-09-15,1,0,0,1,0,0.0,1,0.0
2015-09-16,0,0,0,1,0,0.0,2,0.0
2015-09-17,1,0,0,1,0,0.0,3,0.0
2015-09-18,1,0,0,1,0,1.0,4,1604.0
2015-09-19,1,0,0,1,1,1.0,5,0.0
2015-09-20,0,0,0,1,1,0.0,6,0.0
2015-09-21,1,0,0,1,0,1.0,0,0.0
2015-09-22,0,0,0,1,0,0.0,1,0.0
2015-09-23,0,0,0,1,0,1.0,2,0.0
2015-09-24,0,0,0,1,0,1.0,3,0.0
2015-09-25,0,0,0,1,0,1.0,4,5001.0
2015-09-26,0,0,0,1,1,1.0,5,12554.0
2015-09-27,1,0,0,1,1,1.0,6,43.0
2015-09-28,1,0,0,1,0,0.0,0,0.0
2015-09-29,1,0,0,1,0,0.0,1,583.0
2015-09-30,0,0,0,1,0,0.0,2,0.0
2015-10-01,0,0,0,1,0,0.0,3,0.0
2015-10-02,0,0,0,1,0,0.0,4,0.0
2015-10-03,1,0,0,1,1,0.0,5,5992.0
2015-10-04,0,0,0,1,1,0.0,6,0.0
2015-10-05,0,0,0,1,0,0.0,0,0.0
2015-10-06,0,0,0,1,0,0.0,1,0.0
2015-10-07,1,0,0,1,0,0.0,2,0.0
2015-10-08,1,0,0,1,0,0.0,3,0.0
2015-10-09,0,0,0,1,0,1.0,4,0.0
2015-10-10,0,0,0,1,1,0.0,5,192.0
2015-10-11,1,0,0,1,1,0.0,6,0.0
2015-10-12,1,0,0,1,0,1.0,0,0.0
2015-10-13,1,0,0,1,0,1.0,1,0.0
2015-10-14,0,0,0,1,0,1.0,2,0.0
2015-10-15,0,0,0,1,0,0.0,3,0.0
2015-10-16,0,0,0,1,0,0.0,4,0.0
2015-10-17,1,0,0,1,1,0.0,5,1146.0
2015-10-18,1,0,0,1,1,1.0,6,0.0
2015-10-19,0,0,0,1,0,1.0,0,0.0
2015-10-20,1,0,0,1,0,0.0,1,0.0
2015-10-21,1,0,0,1,0,1.0,2,0.0
2015-10-22,1,0,0,1,0,1.0,3,108.0
2015-10-23,1,0,0,1,0,1.0,4,0.0
2015-10-24,0,0,0,1,1,0.0,5,0.0
2015-10-25,0,0,0,1,1,0.0,6,0.0
2015-10-26,0,0,0,1,0,0.0,0,0.0
2015-10-27,1,0,0,1,0,1.0,1,507.0
2015-10-28,1,0,0,1,0,1.0,2,0.0
2015-10-29,1,0,0,1,0,0.0,3,0.0
2015-10-30,0,0,0,1,0,0.0,4,14.0
2015-10-31,1,0,0,1,1,0.0,5,0.0
2015-11-01,1,0,0,1,1,0.0,6,0.0
2015-11-02,1,0,0,1,0,1.0,0,0.0
2015-11-03,0,0,0,1,0,1.0,1,0.0
2015-11-04,0,0,0,1,0,1.0,2,0.0
2015-11-05,1,0,0,1,0,1.0,3,0.0
2015-11-06,1,0,0,1,0,1.0,4,0.0
2015-11-07,0,0,0,1,1,1.0,5,100.0
2015-11-08,0,0,0,1,1,1.0,6,0.0
2015-11-09,0,0,0,1,0,0.0,0,93.0
2015-11-10,1,0,0,1,0,0.0,1,0.0
2015-11-11,0,0,0,1,0,0.0,2,0.0
2015-11-12,1,0,0,1,0,1.0,3,0.0
2015-11-13,1,0,0,1,0,1.0,4,4.0
2015-11-14,1,0,0,1,1,1.0,5,0.0
2015-11-15,1,0,0,1,1,1.0,6,0.0
2015-11-16,0,0,0,1,0,1.0,0,0.0
2015-11-17,0,0,0,1,0,0.0,1,0.0
2015-11-18,0,0,0,1,0,0.0,2,0.0
2015-11-19,0,0,0,1,0,0.0,3,0.0
2015-11-20,0,0,0,1,0,0.0,4,0.0
2015-11-21,1,0,0,1,1,0.0,5,563.0
2015-11-22,0,0,0,1,1,0.0,6,0.0
2015-11-23,1,0,0,1,0,0.0,0,0.0
2015-11-24,0,0,0,1,0,0.0,1,0.0
2015-11-25,1,0,0,1,0,0.0,2,0.0
2015-11-26,1,0,0,1,0,0.0,3,0.0
2015-11-27,1,0,0,1,0,1.0,4,0.0
2015-11-28,1,0,0,1,1,0.0,5,1723.0
2015-11-29,0,0,0,1,1,1.0,6,0.0
2015-11-30,0,0,0,0,0,0.0,0,0.0
2015-12-01,0,0,0,0,0,0.0,1,0.0
2015-12-02,1,0,0,0,0,0.0,2,0.0
2015-12-03,1,0,0,0,0,0.0,3,0.0
2015-12-04,0,0,0,0,0,0.0,4,1.0
2015-12-05,0,0,0,0,1,0.0,5,0.0
2015-12-06,0,0,0,0,1,0.0,6,153.0
2015-12-07,0,0,0,0,0,0.0,0,0.0
2015-12-08,1,0,0,0,0,0.0,1,0.0
2015-12-09,1,0,0,0,0,1.0,2,0.0
2015-12-10,1,0,0,0,0,1.0,3,0.0
2015-12-11,1,0,0,0,0,1.0,4,9.0
2015-12-12,1,0,0,0,1,0.0,5,515.0
2015-12-13,1,0,0,0,1,0.0,6,0.0
2015-12-14,1,0,0,0,0,0.0,0,0.0
2015-12-15,1,0,0,0,0,0.0,1,0.0
2015-12-16,0,0,0,0,0,1.0,2,0.0
2015-12-17,0,0,0,0,0,1.0,3,0.0
2015-12-18,0,0,0,0,0,0.0,4,3.0
2015-12-19,1,0,0,0,1,0.0,5,783.0
2015-12-20,1,0,0,0,1,0.0,6,0.0
2015-12-21,1,0,0,0,0,0.0,0,0.0
2015-12-22,0,0,0,0,0,1.0,1,0.0
2015-12-23,1,0,0,0,0,1.0,2,0.0
2015-12-24,1,0,0,0,0,1.0,3,0.0
2015-12-25,0,0,0,0,0,0.0,4,0.0
2015-12-26,1,0,0,0,1,1.0,5,0.0
2015-12-27,0,0,0,0,1,1.0,6,0.0
2015-12-28,0,0,0,0,0,1.0,0,0.0
2015-12-29,0,0,0,0,0,0.0,1,0.0
2015-12-30,1,0,0,0,0,0.0,2,0.0
2015-12-31,0,0,0,0,0,0.0,3,52.0
2016-01-01,1,0,0,0,0,0.0,4,0.0
2016-01-02,0,0,0,0,1,0.0,5,0.0
2016-01-03,0,0,0,0,1,0.0,6,0.0
2016-01-04,1,0,0,0,0,1.0,0,0.0
2016-01-05,1,0,0,0,0,1.0,1,0.0
2016-01-06,0,0,0,0,0,1.0,2,0.0
2016-01-07,1,0,0,0,0,1.0,3,45.0
2016-01-08,0,0,0,0,0,1.0,4,0.0
2016-01-09,0,0,0,0,1,0.0,5,0.0
2016-01-10,1,0,0,0,1,0.0,6,0.0
2016-01-11,1,0,0,0,0,0.0,0,183.0
2016-01-12,1,0,0,0,0,1.0,1,0.0
2016-01-13,1,0,0,0,0,0.0,2,0.0
2016-01-14,0,0,0,0,0,0.0,3,0.0
2016-01-15,1,0,0,0,0,1.0,4,0.0
2016-01-16,1,0,0,0,1,1.0,5,0.0
2016-01-17,0,0,0,0,1,0.0,6,0.0
2016-01-18,0,0,0,0,0,0.0,0,0.0
2016-01-19,0,0,0,0,0,0.0,1,0.0
2016-01-20,1,0,0,0,0,0.0,2,0.0
2016-01-21,1,0,0,0,0,0.0,3,0.0
2016-01-22,0,0,0,0,0,1.0,4,0.0
2016-01-23,1,0,0,0,1,1.0,5,119.0
2016-01-24,0,0,0,0,1,0.0,6,0.0
2016-01-25,0,0,0,0,0,0.0,0,0.0
2016-01-26,0,0,0,0,0,1.0,1,0.0
2016-01-27,1,0,0,0,0,1.0,2,0.0
2016-01-28,1,0,0,0,0,1.0,3,0.0
2016-01-29,1,0,0,0,0,0.0,4,0.0
2016-01-30,1,0,0,0,1,1.0,5,0.0
2016-01-31,0,0,0,0,1,1.0,6,0.0
2016-02-01,1,0,0,0,0,0.0,0,0.0
2016-02-02,1,0,0,0,0,1.0,1,0.0
2016-02-03,1,0,0,0,0,0.0,2,0.0
2016-02-04,0,0,0,0,0,1.0,3,0.0
2016-02-05,1,0,0,0,0,1.0,4,0.0
2016-02-06,1,0,0,0,1,1.0,5,129.0
2016-02-07,0,0,0,0,1,0.0,6,254.0
2016-02-08,0,0,0,0,0,0.0,0,0.0
2016-02-09,1,0,0,0,0,0.0,1,0.0
2016-02-10,1,0,0,0,0,0.0,2,0.0
2016-02-11,0,0,0,0,0,0.0,3,0.0
2016-02-12,0,0,0,0,0,0.0,4,0.0
2016-02-13,0,0,0,0,1,0.0,5,267.0
2016-02-14,0,0,0,0,1,0.0,6,143.0
2016-02-15,0,0,0,0,0,1.0,0,0.0
2016-02-16,1,0,0,0,0,0.0,1,0.0
2016-02-17,1,0,0,0,0,0.0,2,0.0
2016-02-18,1,0,0,0,0,0.0,3,716.0
2016-02-19,1,0,0,0,0,0.0,4,583.0
2016-02-20,1,0,0,0,1,0.0,5,80.0
2016-02-21,1,0,0,0,1,1.0,6,5735.0
2016-02-22,0,0,0,0,0,1.0,0,0.0
2016-02-23,1,0,0,0,0,0.0,1,0.0
2016-02-24,1,0,0,0,0,0.0,2,0.0
2016-02-25,1,0,0,0,0,0.0,3,375.0
2016-02-26,1,0,0,0,0,0.0,4,481.0
2016-02-27,1,0,0,0,1,0.0,5,976.0
2016-02-28,0,0,0,0,1,1.0,6,1193.0
2016-02-29,0,0,0,0,0,0.0,0,842.0
2016-03-01,1,1,0,0,0,0.0,1,0.0
2016-03-02,0,1,0,0,0,1.0,2,0.0
2016-03-03,0,1,0,0,0,0.0,3,415.0
2016-03-04,0,1,0,0,0,0.0,4,91.0
2016-03-05,0,1,0,0,1,0.0,5,38916.0
2016-03-06,0,1,0,0,1,0.0,6,1315.0
2016-03-07,1,1,0,0,0,0.0,0,0.0
2016-03-08,1,1,0,0,0,0.0,1,0.0
2016-03-09,0,1,0,0,0,1.0,2,0.0
2016-03-10,0,1,0,0,0,0.0,3,155.0
2016-03-11,1,1,0,0,0,0.0,4,505.0
2016-03-12,0,1,0,0,1,0.0,5,970.0
2016-03-13,1,1,0,0,1,0.0,6,502.0
